Peso,Bias
1.2334836721420288,0.12438467144966125
1.5281867980957031,0.4214767813682556
1.8109745979309082,0.7126978039741516
2.0718069076538086,0.9941645860671997
2.2974190711975098,1.2612274885177612
2.4741923809051514,1.5090954303741455
2.59332013130188,1.7339154481887817
2.6541311740875244,1.933835744857788
2.662738084793091,2.1094725131988525
2.628450632095337,2.2636797428131104
2.5611226558685303,2.400953769683838
2.4700798988342285,2.526796817779541
2.3639793395996094,2.6471657752990723
2.250974416732788,2.767988443374634
2.138831377029419,2.8947010040283203
2.0348262786865234,3.0318119525909424
1.9453849792480469,3.1825625896453857
1.8755611181259155,3.348773956298828
1.8285651206970215,3.530913829803467
1.8055486679077148,3.7283294200897217
1.8057126998901367,3.939544916152954
1.8266472816467285,4.162532329559326
1.8647525310516357,4.394919395446777
1.9156293869018555,4.63413667678833
1.9744096994400024,4.877525806427002
2.0360491275787354,5.122438907623291
2.095621109008789,5.36634635925293
2.148632049560547,5.60696268081665
2.1913464069366455,5.842380046844482
2.2210681438446045,6.0711989402771
2.236325740814209,6.292627811431885
2.236922264099121,6.506532192230225
2.2238521575927734,6.713421821594238
2.199119806289673,6.914375305175781
2.165498733520508,7.110912322998047
2.126264810562134,7.304830551147461
2.0849156379699707,7.498023986816406
2.044888734817505,7.6923017501831055
2.009286642074585,7.889227867126465
1.980629563331604,8.089996337890625
1.9606624841690063,8.295350074768066
1.9502413272857666,8.5055513381958
1.9493108987808228,8.720396995544434
1.9569717645645142,8.939275741577148
1.9716200828552246,9.161246299743652
1.9911398887634277,9.385139465332031
2.0131258964538574,9.609671592712402
2.03511905670166,9.8335542678833
2.0548362731933594,10.0556058883667
2.0703742504119873,10.274847984313965
2.080369472503662,10.490582466125488
2.084096908569336,10.702438354492188
2.081498622894287,10.910387992858887
2.0731446743011475,11.114723205566406
2.0601327419281006,11.316006660461426
2.043942451477051,11.514991760253906
2.026261806488037,11.712530136108398
2.008803367614746,11.909476280212402
1.9931279420852661,12.106592178344727
1.9804937839508057,12.304475784301758
1.9717453718185425,12.503506660461426
1.9672527313232422,12.703822135925293
1.9669054746627808,12.905319213867188
1.970158576965332,13.107682228088379
1.9761221408843994,13.310430526733398
1.9836828708648682,13.512980461120605
1.9916410446166992,13.714713096618652
1.998848795890808,13.915040969848633
2.0043342113494873,14.113470077514648
2.007396697998047,14.309645652770996
